gene	chromosome	start	end	bin	TAD
TFAM	chr10	58385142	58385143	20243969	
N/A	chr10	58385142	58385143	20243969	
N/A	chr10	58715014	58715015	20247268	hg38_H1_1834
N/A	chr10	58999517	58999518	20250113	hg38_H1_1834
N/A	chr10	59176464	59176465	20251882	hg38_H1_1834
FAM13C	chr10	59362903	59362904	20253747	hg38_H1_1835
FAM13C	chr10	59362594	59362595	20253743	hg38_H1_1835
FAM13C	chr10	59362594	59362595	20253743	hg38_H1_1835
FAM13C	chr10	59362594	59362595	20253743	hg38_H1_1835
SLC16A9	chr10	59709891	59709892	20257216	hg38_H1_1835
N/A	chr10	59753445	59753446	20257652	hg38_H1_1835
N/A	chr10	59753445	59753446	20257652	hg38_H1_1835
LINC01553	chr10	59960913	59960914	20259727	hg38_H1_1835
CDK1	chr10	60778453	60778454	20267902	
N/A	chr10	60778453	60778454	20267902	
N/A	chr10	60778330	60778331	20267901	
CDK1	chr10	60778453	60778454	20267902	
N/A	chr10	60944275	60944276	20269560	hg38_H1_1837
RHOBTB1	chr10	60944275	60944276	20269560	hg38_H1_1837
LINC00845	chr10	61016274	61016275	20270280	hg38_H1_1837
TMEM26	chr10	61453450	61453451	20274652	hg38_H1_1837
N/A	chr10	61480040	61480041	20274918	hg38_H1_1837
N/A	chr10	61480040	61480041	20274918	hg38_H1_1837
ARID5B	chr10	62049210	62049211	20280610	hg38_H1_1838
N/A	chr10	62375127	62375128	20283869	
EGR2	chr10	62816366	62816367	20288281	hg38_H1_1839
EGR2	chr10	62819167	62819168	20288309	hg38_H1_1839
EGR2	chr10	62816366	62816367	20288281	hg38_H1_1839
N/A	chr10	62816366	62816367	20288281	hg38_H1_1839
ADO	chr10	62804755	62804756	20288165	hg38_H1_1839
NRBF2	chr10	63133246	63133247	20291450	
NRBF2	chr10	63133246	63133247	20291450	
MIR1296	chr10	63373048	63373049	20293848	hg38_H1_1840
JMJD1C-AS1	chr10	63465228	63465229	20294770	hg38_H1_1840
N/A	chr10	64825527	64825528	20308373	hg38_H1_1841
N/A	chr10	67012265	67012266	20330240	hg38_H1_1842
MIR7151	chr10	67403410	67403411	20334152	hg38_H1_1842
DNAJC12	chr10	67838179	67838180	20338499	hg38_H1_1843
DNAJC12	chr10	67838179	67838180	20338499	hg38_H1_1843
N/A	chr10	68010883	68010884	20340226	hg38_H1_1843
HERC4	chr10	68075346	68075347	20340871	hg38_H1_1843
ATOH7	chr10	68232113	68232114	20342439	hg38_H1_1843
RUFY2	chr10	68407294	68407295	20344190	hg38_H1_1844
HNRNPH3	chr10	68332010	68332011	20343438	hg38_H1_1843
HNRNPH3	chr10	68332010	68332011	20343438	hg38_H1_1843
RUFY2	chr10	68407189	68407190	20344189	hg38_H1_1844
RUFY2	chr10	68407294	68407295	20344190	hg38_H1_1844
N/A	chr10	68407294	68407295	20344190	hg38_H1_1844
N/A	chr10	68407189	68407190	20344189	hg38_H1_1844
SLC25A16	chr10	68527523	68527524	20345393	hg38_H1_1844
N/A	chr10	68755171	68755172	20347669	hg38_H1_1844
CCAR1	chr10	68721143	68721144	20347329	hg38_H1_1844
N/A	chr10	68721143	68721144	20347329	hg38_H1_1844
MIR1254-1	chr10	68759317	68759318	20347711	hg38_H1_1844
CCAR1	chr10	68721143	68721144	20347329	hg38_H1_1844
N/A	chr10	68721143	68721144	20347329	hg38_H1_1844
STOX1	chr10	68827536	68827537	20348393	hg38_H1_1844
STOX1	chr10	68827536	68827537	20348393	hg38_H1_1844
STOX1	chr10	68827536	68827537	20348393	hg38_H1_1844
STOX1	chr10	68827536	68827537	20348393	hg38_H1_1844
KIAA1279	chr10	68988720	68988721	20350005	hg38_H1_1844
DDX21	chr10	68956122	68956123	20349679	hg38_H1_1844
DDX21	chr10	68956439	68956440	20349682	hg38_H1_1844
VPS26A	chr10	69124151	69124152	20351359	hg38_H1_1845
SRGN	chr10	69088071	69088072	20350998	hg38_H1_1845
VPS26A	chr10	69124151	69124152	20351359	hg38_H1_1845
N/A	chr10	69088071	69088072	20350998	hg38_H1_1845
RP11-227H15.4	chr10	69232490	69232491	20352442	hg38_H1_1845
HKDC1	chr10	69220302	69220303	20352321	hg38_H1_1845
TACR2	chr10	69416918	69416919	20354287	
NEUROG3	chr10	69573454	69573455	20355852	
C10ORF35	chr10	69630246	69630247	20356420	
H2AFY2	chr10	70052600	70052601	20360644	hg38_H1_1846
TYSND1	chr10	70146740	70146741	20361585	hg38_H1_1846
N/A	chr10	70144728	70144729	20361565	hg38_H1_1846
N/A	chr10	70146740	70146741	20361585	hg38_H1_1846
N/A	chr10	70146740	70146741	20361585	hg38_H1_1846
N/A	chr10	70146740	70146741	20361585	hg38_H1_1846
N/A	chr10	70146740	70146741	20361585	hg38_H1_1846
N/A	chr10	70146740	70146741	20361585	hg38_H1_1846
TYSND1	chr10	70146740	70146741	20361585	hg38_H1_1846
N/A	chr10	70146740	70146741	20361585	hg38_H1_1846
TYSND1	chr10	70146740	70146741	20361585	hg38_H1_1846
SAR1A	chr10	70170529	70170530	20361823	hg38_H1_1847
SAR1A	chr10	70170529	70170530	20361823	hg38_H1_1847
PPA1	chr10	70233434	70233435	20362452	hg38_H1_1847
LRRC20	chr10	70382650	70382651	20363944	
LRRC20	chr10	70376779	70376780	20363885	
LRRC20	chr10	70382650	70382651	20363944	
N/A	chr10	70382650	70382651	20363944	
LRRC20	chr10	70381914	70381915	20363937	
LRRC20	chr10	70382650	70382651	20363944	
LRRC20	chr10	70382650	70382651	20363944	
N/A	chr10	70382650	70382651	20363944	
N/A	chr10	70382650	70382651	20363944	
NPFFR1	chr10	70283694	70283695	20362954	hg38_H1_1847
EIF4EBP2	chr10	70404104	70404105	20364159	
NODAL	chr10	70441709	70441710	20364535	hg38_H1_1848
PRF1	chr10	70602775	70602776	20366145	hg38_H1_1848
N/A	chr10	70602775	70602776	20366145	hg38_H1_1848
ADAMTS14	chr10	70672802	70672803	20366846	hg38_H1_1848
ADAMTS14	chr10	70672802	70672803	20366846	hg38_H1_1848
PCBD1	chr10	70888786	70888787	20369005	hg38_H1_1848
SGPL1	chr10	70815947	70815948	20368277	hg38_H1_1848
N/A	chr10	70888254	70888255	20369000	hg38_H1_1848
UNC5B	chr10	71212534	71212535	20372243	hg38_H1_1849
UNC5B	chr10	71212534	71212535	20372243	hg38_H1_1849
UNC5B-AS1	chr10	71218228	71218229	20372300	hg38_H1_1849
N/A	chr10	71319252	71319253	20373310	hg38_H1_1850
SLC29A3	chr10	71319252	71319253	20373310	hg38_H1_1850
N/A	chr10	71319252	71319253	20373310	hg38_H1_1850
N/A	chr10	71319252	71319253	20373310	hg38_H1_1850
N/A	chr10	71511920	71511921	20375237	hg38_H1_1850
C10ORF105	chr10	71719821	71719822	20377316	hg38_H1_1850
N/A	chr10	71811882	71811883	20378236	
N/A	chr10	71811882	71811883	20378236	
CDH23	chr10	71795770	71795771	20378075	
CDH23	chr10	71795770	71795771	20378075	
MIR7152	chr10	71790746	71790747	20378025	
C10ORF105	chr10	71737824	71737825	20377496	hg38_H1_1850
C10ORF54	chr10	71773580	71773581	20377853	
CHST3	chr10	71964361	71964362	20379761	
SPOCK2	chr10	72088773	72088774	20381005	hg38_H1_1851
SPOCK2	chr10	72089032	72089033	20381008	hg38_H1_1851
SPOCK2	chr10	72089032	72089033	20381008	hg38_H1_1851
N/A	chr10	72217134	72217135	20382289	hg38_H1_1851
ASCC1	chr10	72216441	72216442	20382282	hg38_H1_1851
ASCC1	chr10	72216109	72216110	20382279	hg38_H1_1851
ASCC1	chr10	72216441	72216442	20382282	hg38_H1_1851
DDIT4	chr10	72273918	72273919	20382857	hg38_H1_1851
MIR4676	chr10	72721028	72721029	20387328	hg38_H1_1851
PLA2G12B	chr10	72954752	72954753	20389665	hg38_H1_1851
OIT3	chr10	72893555	72893556	20389053	hg38_H1_1851
N/A	chr10	72893555	72893556	20389053	hg38_H1_1851
P4HA1	chr10	73096974	73096975	20391087	hg38_H1_1851
NUDT13	chr10	73110374	73110375	20391221	hg38_H1_1851
NUDT13	chr10	73110374	73110375	20391221	hg38_H1_1851
N/A	chr10	73096974	73096975	20391087	hg38_H1_1851
P4HA1	chr10	73096974	73096975	20391087	hg38_H1_1851
NUDT13	chr10	73110374	73110375	20391221	hg38_H1_1851
N/A	chr10	73110374	73110375	20391221	hg38_H1_1851
NUDT13	chr10	73110374	73110375	20391221	hg38_H1_1851
P4HA1	chr10	73096974	73096975	20391087	hg38_H1_1851
NUDT13	chr10	73110374	73110375	20391221	hg38_H1_1851
NUDT13	chr10	73110374	73110375	20391221	hg38_H1_1851
FAM149B1	chr10	73168118	73168119	20391799	hg38_H1_1851
MRPS16	chr10	73252693	73252694	20392644	hg38_H1_1852
DNAJC9	chr10	73247331	73247332	20392591	
N/A	chr10	73496024	73496025	20395078	hg38_H1_1852
N/A	chr10	73496024	73496025	20395078	hg38_H1_1852
MSS51	chr10	73433561	73433562	20394453	hg38_H1_1852
PPP3CB	chr10	73496024	73496025	20395078	hg38_H1_1852
PPP3CB	chr10	73496024	73496025	20395078	hg38_H1_1852
PPP3CB	chr10	73496024	73496025	20395078	hg38_H1_1852
N/A	chr10	73495751	73495752	20395075	hg38_H1_1852
N/A	chr10	73495751	73495752	20395075	hg38_H1_1852
SYNPO2L	chr10	73651039	73651040	20396628	hg38_H1_1852
SYNPO2L	chr10	73656105	73656106	20396679	hg38_H1_1852
MYOZ1	chr10	73641757	73641758	20396535	hg38_H1_1852
SEC24C	chr10	73744372	73744373	20397561	hg38_H1_1852
FUT11	chr10	73772290	73772291	20397840	
AGAP5	chr10	73697796	73697797	20397095	hg38_H1_1852
CHCHD1	chr10	73782049	73782050	20397938	
BMS1P4	chr10	73730514	73730515	20397423	hg38_H1_1852
FUT11	chr10	73772290	73772291	20397840	
N/A	chr10	73731540	73731541	20397433	hg38_H1_1852
SEC24C	chr10	73744372	73744373	20397561	hg38_H1_1852
CAMK2G	chr10	73874591	73874592	20398863	hg38_H1_1853
CAMK2G	chr10	73874591	73874592	20398863	hg38_H1_1853
CAMK2G	chr10	73874591	73874592	20398863	hg38_H1_1853
N/A	chr10	73874591	73874592	20398863	hg38_H1_1853
N/A	chr10	73874591	73874592	20398863	hg38_H1_1853
CAMK2G	chr10	73874591	73874592	20398863	hg38_H1_1853
NDST2	chr10	73811831	73811832	20398236	hg38_H1_1853
PLAU	chr10	73911103	73911104	20399229	hg38_H1_1853
PLAU	chr10	73911103	73911104	20399229	hg38_H1_1853
C10ORF55	chr10	73922777	73922778	20399345	hg38_H1_1853
ZSWIM8-AS1	chr10	73801399	73801400	20398131	
N/A	chr10	74151068	74151069	20401628	hg38_H1_1854
AP3M1	chr10	74151068	74151069	20401628	hg38_H1_1854
N/A	chr10	74529324	74529325	20405411	hg38_H1_1854
DUSP13	chr10	75099490	75099491	20411112	hg38_H1_1854
DUPD1	chr10	75058514	75058515	20410703	hg38_H1_1854
SAMD8	chr10	75111634	75111635	20411234	hg38_H1_1854
VDAC2	chr10	75210153	75210154	20412219	hg38_H1_1854
SAMD8	chr10	75111634	75111635	20411234	hg38_H1_1854
N/A	chr10	75210541	75210542	20412223	hg38_H1_1854
VDAC2	chr10	75210541	75210542	20412223	hg38_H1_1854
VDAC2	chr10	75210541	75210542	20412223	hg38_H1_1854
N/A	chr10	75296382	75296383	20413081	hg38_H1_1855
N/A	chr10	75296382	75296383	20413081	hg38_H1_1855
N/A	chr10	75296382	75296383	20413081	hg38_H1_1855
ZNF503-AS1	chr10	75296382	75296383	20413081	hg38_H1_1855
ZNF503	chr10	75401894	75401895	20414136	hg38_H1_1855
N/A	chr10	75401527	75401528	20414133	hg38_H1_1855
N/A	chr10	75409156	75409157	20414209	hg38_H1_1855
N/A	chr10	75404164	75404165	20414159	hg38_H1_1855
N/A	chr10	75402896	75402897	20414146	hg38_H1_1855
N/A	chr10	75403876	75403877	20414156	hg38_H1_1855
N/A	chr10	75403755	75403756	20414155	hg38_H1_1855
ZNF503-AS2	chr10	75403053	75403054	20414148	hg38_H1_1855
MIR606	chr10	75552457	75552458	20415642	hg38_H1_1855
KCNMA1-AS2	chr10	77140830	77140831	20431526	hg38_H1_1856
N/A	chr10	77350871	77350872	20433626	hg38_H1_1856
KCNMA1	chr10	77637819	77637820	20436496	hg38_H1_1856
KCNMA1	chr10	77637819	77637820	20436496	hg38_H1_1856
KCNMA1	chr10	77637819	77637820	20436496	hg38_H1_1856
N/A	chr10	77926811	77926812	20439386	hg38_H1_1856
RPS24	chr10	78033759	78033760	20440455	
RPS24	chr10	78033759	78033760	20440455	
RPS24	chr10	78033759	78033760	20440455	
RPS24	chr10	78033759	78033760	20440455	
N/A	chr10	78033759	78033760	20440455	
N/A	chr10	78033759	78033760	20440455	
N/A	chr10	78267327	78267328	20442791	hg38_H1_1857
PPIF	chr10	79347463	79347464	20453592	hg38_H1_1857
SFTPA2	chr10	79560407	79560408	20455722	
EIF5AL1	chr10	79512600	79512601	20455244	hg38_H1_1857
SFTPA1	chr10	79610938	79610939	20456227	
N/A	chr10	79610938	79610939	20456227	
N/A	chr10	79682974	79682975	20456947	
N/A	chr10	79610938	79610939	20456227	
SFTPA1	chr10	79610938	79610939	20456227	
N/A	chr10	79610938	79610939	20456227	
SFTPA1	chr10	79610938	79610939	20456227	
NUTM2B	chr10	79703226	79703227	20457150	
RP11-182L21.6	chr10	79825901	79825902	20458377	hg38_H1_1858
SFTPD	chr10	79949105	79949106	20459609	hg38_H1_1858
N/A	chr10	79920177	79920178	20459319	hg38_H1_1858
N/A	chr10	79904897	79904898	20459166	hg38_H1_1858
N/A	chr10	80079193	80079194	20460909	hg38_H1_1858
N/A	chr10	80079193	80079194	20460909	hg38_H1_1858
N/A	chr10	80079193	80079194	20460909	hg38_H1_1858
N/A	chr10	80079193	80079194	20460909	hg38_H1_1858
N/A	chr10	80079193	80079194	20460909	hg38_H1_1858
N/A	chr10	80205677	80205678	20462174	hg38_H1_1858
ANXA11	chr10	80205572	80205573	20462173	hg38_H1_1858
ANXA11	chr10	80205572	80205573	20462173	hg38_H1_1858
N/A	chr10	80204491	80204492	20462162	hg38_H1_1858
ANXA11	chr10	80205572	80205573	20462173	hg38_H1_1858
ANXA11	chr10	80205572	80205573	20462173	hg38_H1_1858
PLAC9	chr10	80132501	80132502	20461443	hg38_H1_1858
MAT1A	chr10	80289678	80289679	20463014	hg38_H1_1859
FAM213A	chr10	80413818	80413819	20464256	hg38_H1_1859
FAM213A	chr10	80408485	80408486	20464202	hg38_H1_1859
FAM213A	chr10	80407828	80407829	20464196	hg38_H1_1859
N/A	chr10	80413818	80413819	20464256	hg38_H1_1859
N/A	chr10	80408485	80408486	20464202	hg38_H1_1859
DYDC2	chr10	80356767	80356768	20463685	hg38_H1_1859
DYDC2	chr10	80356767	80356768	20463685	hg38_H1_1859
FAM213A	chr10	80408485	80408486	20464202	hg38_H1_1859
N/A	chr10	80531249	80531250	20465430	hg38_H1_1859
RP11-137H2.4	chr10	80535942	80535943	20465477	hg38_H1_1859
N/A	chr10	82232920	82232921	20482447	hg38_H1_1860
RGR	chr10	84245052	84245053	20502568	
CDHR1	chr10	84194634	84194635	20502064	
RGR	chr10	84245052	84245053	20502568	
N/A	chr10	84245052	84245053	20502568	
LRIT2	chr10	84225589	84225590	20502373	
CDHR1	chr10	84194634	84194635	20502064	
LRIT2	chr10	84225589	84225590	20502373	
LRIT1	chr10	84241461	84241462	20502532	
C10ORF99	chr10	84173797	84173798	20501855	
LINC00858	chr10	84279979	84279980	20502917	hg38_H1_1861
CCSER2	chr10	84328588	84328589	20503403	hg38_H1_1861
CCSER2	chr10	84424938	84424939	20504367	hg38_H1_1861
N/A	chr10	84425181	84425182	20504369	hg38_H1_1861
RP11-475D12.2	chr10	85432862	85432863	20514446	hg38_H1_1861
N/A	chr10	85432772	85432773	20514445	hg38_H1_1861
MIR346	chr10	86264788	86264789	20522765	hg38_H1_1861
LDB3	chr10	86668668	86668669	20526804	
OPN4	chr10	86654556	86654557	20526663	
LDB3	chr10	86668668	86668669	20526804	
LDB3	chr10	86668563	86668564	20526803	
LDB3	chr10	86668668	86668669	20526804	
LDB3	chr10	86668448	86668449	20526802	
OPN4	chr10	86654556	86654557	20526663	
LDB3	chr10	86668668	86668669	20526804	
ADIRF	chr10	86968430	86968431	20529802	hg38_H1_1863
MMRN2	chr10	86957668	86957669	20529694	hg38_H1_1863
N/A	chr10	86970740	86970741	20529825	hg38_H1_1863
SNCG	chr10	86958530	86958531	20529703	hg38_H1_1863
FAM25A	chr10	87020288	87020289	20530320	hg38_H1_1863
GLUD1	chr10	87095019	87095020	20531068	hg38_H1_1863
NUTM2A	chr10	87225447	87225448	20532372	
N/A	chr10	87357719	87357720	20533695	
N/A	chr10	87342410	87342411	20533542	
LINC00864	chr10	87407700	87407701	20534195	hg38_H1_1864
MINPP1	chr10	87504465	87504466	20535162	hg38_H1_1864
N/A	chr10	87503880	87503881	20535156	hg38_H1_1864
MINPP1	chr10	87507832	87507833	20535196	hg38_H1_1864
MINPP1	chr10	87504465	87504466	20535162	hg38_H1_1864
ATAD1	chr10	87818160	87818161	20538299	hg38_H1_1865
KLLN	chr10	87863437	87863438	20538752	hg38_H1_1865
N/A	chr10	87818312	87818313	20538301	hg38_H1_1865
LIPF	chr10	88664388	88664389	20546761	
LIPF	chr10	88664388	88664389	20546761	
LIPF	chr10	88664388	88664389	20546761	
LIPF	chr10	88664388	88664389	20546761	
ANKRD22	chr10	88851975	88851976	20548637	hg38_H1_1866
LIPN	chr10	88761405	88761406	20547732	
LIPM	chr10	88802729	88802730	20548145	
ACTA2	chr10	88952823	88952824	20549646	hg38_H1_1866
N/A	chr10	88992975	88992976	20550047	hg38_H1_1866
STAMBPL1	chr10	88880186	88880187	20548919	hg38_H1_1866
ACTA2	chr10	88991390	88991391	20550031	hg38_H1_1866
N/A	chr10	88932683	88932684	20549444	hg38_H1_1866
MIR4679-1	chr10	89063411	89063412	20550752	hg38_H1_1866
N/A	chr10	89063335	89063336	20550751	hg38_H1_1866
N/A	chr10	89252039	89252040	20552638	hg38_H1_1867
LIPA	chr10	89251908	89251909	20552637	hg38_H1_1867
CH25H	chr10	89207314	89207315	20552191	hg38_H1_1866
LIPA	chr10	89252039	89252040	20552638	hg38_H1_1867
IFIT2	chr10	89301948	89301949	20553137	hg38_H1_1867
IFIT3	chr10	89332478	89332479	20553442	hg38_H1_1867
IFIT1B	chr10	89378055	89378056	20553898	hg38_H1_1867
N/A	chr10	89327818	89327819	20553396	hg38_H1_1867
IFIT3	chr10	89327818	89327819	20553396	hg38_H1_1867
N/A	chr10	89332478	89332479	20553442	hg38_H1_1867
IFIT1	chr10	89392545	89392546	20554043	hg38_H1_1867
IFIT5	chr10	89414567	89414568	20554263	hg38_H1_1867
N/A	chr10	89455990	89455991	20554677	hg38_H1_1867
N/A	chr10	89392545	89392546	20554043	hg38_H1_1867
IFIT1	chr10	89392545	89392546	20554043	hg38_H1_1867
N/A	chr10	89392545	89392546	20554043	hg38_H1_1867
N/A	chr10	89392545	89392546	20554043	hg38_H1_1867
PANK1	chr10	89643891	89643892	20556556	
PANK1	chr10	89643891	89643892	20556556	
PANK1	chr10	89645572	89645573	20556573	
MIR107	chr10	89592827	89592828	20556046	hg38_H1_1867
KIF20B	chr10	89701589	89701590	20557133	
N/A	chr10	89697928	89697929	20557097	
KIF20B	chr10	89701589	89701590	20557133	
LINC00865	chr10	89829492	89829493	20558412	hg38_H1_1868
LINC01375	chr10	89957373	89957374	20559691	hg38_H1_1868
RPP30	chr10	90871951	90871952	20568837	hg38_H1_1868
ANKRD1	chr10	90921275	90921276	20569330	hg38_H1_1869
RPP30	chr10	90871951	90871952	20568837	hg38_H1_1868
N/A	chr10	91045807	91045808	20570576	hg38_H1_1869
N/A	chr10	91153080	91153081	20571648	hg38_H1_1869
HECTD2	chr10	91410284	91410285	20574220	hg38_H1_1869
PPP1R3C	chr10	91633101	91633102	20576449	hg38_H1_1869
TNKS2	chr10	91798393	91798394	20578101	hg38_H1_1869
TNKS2-AS1	chr10	91798291	91798292	20578100	hg38_H1_1869
N/A	chr10	91798196	91798197	20578099	hg38_H1_1869
FGFBP3	chr10	91909501	91909502	20579213	hg38_H1_1869
MARCH5	chr10	92291162	92291163	20583029	hg38_H1_1870
N/A	chr10	92418660	92418661	20584304	hg38_H1_1870
IDE	chr10	92497761	92497762	20585095	
KIF11	chr10	92593067	92593068	20586048	
HHEX	chr10	92689923	92689924	20587017	hg38_H1_1871
CYP26C1	chr10	93061263	93061264	20590730	hg38_H1_1871
CYP26A1	chr10	93073889	93073890	20590856	hg38_H1_1871
CYP26A1	chr10	93073474	93073475	20590852	hg38_H1_1871
N/A	chr10	93496611	93496612	20595084	hg38_H1_1871
CEP55	chr10	93496631	93496632	20595084	hg38_H1_1871
RBP4	chr10	93601236	93601237	20596130	
FRA10AC1	chr10	93702572	93702573	20597143	
PDE6C	chr10	93612587	93612588	20596243	
LGI1	chr10	93757808	93757809	20597696	
N/A	chr10	93757808	93757809	20597696	
N/A	chr10	93757808	93757809	20597696	
N/A	chr10	93757808	93757809	20597696	
SLC35G1	chr10	93893972	93893973	20599057	hg38_H1_1872
SLC35G1	chr10	93893972	93893973	20599057	hg38_H1_1872
N/A	chr10	93961915	93961916	20599737	hg38_H1_1872
PLCE1-AS2	chr10	94108794	94108795	20601205	hg38_H1_1872
PLCE1-AS2	chr10	94108794	94108795	20601205	hg38_H1_1872
NOC3L	chr10	94362976	94362977	20603747	hg38_H1_1872
PLCE1-AS1	chr10	94287070	94287071	20602988	hg38_H1_1872
N/A	chr10	94545766	94545767	20605575	hg38_H1_1872
HELLS	chr10	94545766	94545767	20605575	hg38_H1_1872
HELLS	chr10	94545766	94545767	20605575	hg38_H1_1872
N/A	chr10	94545766	94545767	20605575	hg38_H1_1872
N/A	chr10	94545766	94545767	20605575	hg38_H1_1872
N/A	chr10	94545766	94545767	20605575	hg38_H1_1872
N/A	chr10	94545766	94545767	20605575	hg38_H1_1872
HELLS	chr10	94545766	94545767	20605575	hg38_H1_1872
HELLS	chr10	94545766	94545767	20605575	hg38_H1_1872
HELLS	chr10	94545766	94545767	20605575	hg38_H1_1872
CYP2C18	chr10	94683493	94683494	20606952	hg38_H1_1873
CYP2C18	chr10	94683493	94683494	20606952	hg38_H1_1873
CYP2C9	chr10	94938657	94938658	20609504	hg38_H1_1873
CYP2C8	chr10	95069497	95069498	20610812	hg38_H1_1873
CYP2C8	chr10	95069497	95069498	20610812	hg38_H1_1873
CYP2C8	chr10	95069497	95069498	20610812	hg38_H1_1873
CYP2C8	chr10	95069497	95069498	20610812	hg38_H1_1873
ACSM6	chr10	95194199	95194200	20612059	hg38_H1_1874
ALDH18A1	chr10	95656810	95656811	20616686	hg38_H1_1874
ALDH18A1	chr10	95656810	95656811	20616686	hg38_H1_1874
C10ORF131	chr10	95907964	95907965	20619197	hg38_H1_1874
MIR3157	chr10	96064399	96064400	20620761	hg38_H1_1875
CC2D2B	chr10	96000090	96000091	20620118	
CCNJ	chr10	96043401	96043402	20620552	hg38_H1_1875
CCNJ	chr10	96043401	96043402	20620552	hg38_H1_1875
CC2D2B	chr10	96000090	96000091	20620118	
CCNJ	chr10	96043401	96043402	20620552	hg38_H1_1875
ZNF518A	chr10	96129714	96129715	20621415	hg38_H1_1875
N/A	chr10	96129714	96129715	20621415	hg38_H1_1875
ZNF518A	chr10	96130055	96130056	20621418	hg38_H1_1875
N/A	chr10	96129714	96129715	20621415	hg38_H1_1875
OPALIN	chr10	96359365	96359366	20623711	
OPALIN	chr10	96359365	96359366	20623711	
OPALIN	chr10	96357159	96357160	20623689	
N/A	chr10	96357159	96357160	20623689	
N/A	chr10	96359365	96359366	20623711	
OPALIN	chr10	96359365	96359366	20623711	
OPALIN	chr10	96359365	96359366	20623711	
N/A	chr10	96359365	96359366	20623711	
N/A	chr10	96359365	96359366	20623711	
OPALIN	chr10	96357159	96357160	20623689	
N/A	chr10	96357159	96357160	20623689	
N/A	chr10	96359365	96359366	20623711	
TM9SF3	chr10	96587052	96587053	20625988	hg38_H1_1876
N/A	chr10	96750265	96750266	20627620	hg38_H1_1876
MIR607	chr10	96828764	96828765	20628405	hg38_H1_1876
C10ORF12	chr10	96981283	96981284	20629930	hg38_H1_1876
SLIT1-AS1	chr10	97102755	97102756	20631145	hg38_H1_1876
FRAT1	chr10	97319264	97319265	20633310	hg38_H1_1876
FRAT2	chr10	97334701	97334702	20633465	hg38_H1_1876
EXOSC1	chr10	97446011	97446012	20634578	hg38_H1_1876
MMS19	chr10	97498609	97498610	20635104	hg38_H1_1876
MMS19	chr10	97498609	97498610	20635104	hg38_H1_1876
MMS19	chr10	97498794	97498795	20635105	hg38_H1_1876
N/A	chr10	97498609	97498610	20635104	hg38_H1_1876
ZDHHC16	chr10	97446130	97446131	20634579	hg38_H1_1876
ZDHHC16	chr10	97446130	97446131	20634579	hg38_H1_1876
ZDHHC16	chr10	97446130	97446131	20634579	hg38_H1_1876
ZDHHC16	chr10	97446130	97446131	20634579	hg38_H1_1876
ZDHHC16	chr10	97446130	97446131	20634579	hg38_H1_1876
N/A	chr10	97446130	97446131	20634579	hg38_H1_1876
PGAM1	chr10	97426269	97426270	20634380	hg38_H1_1876
ZDHHC16	chr10	97446130	97446131	20634579	hg38_H1_1876
N/A	chr10	97446130	97446131	20634579	hg38_H1_1876
ANKRD2	chr10	97572440	97572441	20635842	hg38_H1_1876
N/A	chr10	97634156	97634157	20636459	hg38_H1_1876
N/A	chr10	97572440	97572441	20635842	hg38_H1_1876
HOGA1	chr10	97584344	97584345	20635961	hg38_H1_1876
HOGA1	chr10	97584344	97584345	20635961	hg38_H1_1876
MORN4	chr10	97633587	97633588	20636453	hg38_H1_1876
ANKRD2	chr10	97572440	97572441	20635842	hg38_H1_1876
